31_1	What is throat cancer?
67_6	Why is blood red? [SEP] What are red blood cells? [SEP] How are they created? [SEP] How is oxygen transported? [SEP] What is anemia? [SEP] What are the symptoms?
67_7	Why is blood red? [SEP] What are red blood cells? [SEP] How are they created? [SEP] How is oxygen transported? [SEP] What is anemia? [SEP] What are the symptoms? [SEP] Can it go away?
67_8	Why is blood red? [SEP] What are red blood cells? [SEP] How are they created? [SEP] How is oxygen transported? [SEP] What is anemia? [SEP] What are the symptoms? [SEP] Can it go away? [SEP] What are its possible causes?
67_9	Why is blood red? [SEP] What are red blood cells? [SEP] How are they created? [SEP] How is oxygen transported? [SEP] What is anemia? [SEP] What are the symptoms? [SEP] Can it go away? [SEP] What are its possible causes? [SEP] How is it treated?
68_1	What is cuisine is Emilia-Romagna famous for?
68_10	What is cuisine is Emilia-Romagna famous for? [SEP] Tell me about cooking schools and classes. [SEP] What are famous foods from the region? [SEP] Describe the traditional process for making balsamic vinegar? [SEP] What is mortadella and where is it from? [SEP] What’s the difference with Bologna? [SEP] Where was Parmesan cheese created? [SEP] What is done with the whey after production? [SEP] What are typical pasta dishes? [SEP] What is the history of tagliatelle al ragu bolognese?
68_11	What is cuisine is Emilia-Romagna famous for? [SEP] Tell me about cooking schools and classes. [SEP] What are famous foods from the region? [SEP] Describe the traditional process for making balsamic vinegar? [SEP] What is mortadella and where is it from? [SEP] What’s the difference with Bologna? [SEP] Where was Parmesan cheese created? [SEP] What is done with the whey after production? [SEP] What are typical pasta dishes? [SEP] What is the history of tagliatelle al ragu bolognese? [SEP] What are its common variations?
68_2	What is cuisine is Emilia-Romagna famous for? [SEP] Tell me about cooking schools and classes.
68_3	What is cuisine is Emilia-Romagna famous for? [SEP] Tell me about cooking schools and classes. [SEP] What are famous foods from the region?
68_4	What is cuisine is Emilia-Romagna famous for? [SEP] Tell me about cooking schools and classes. [SEP] What are famous foods from the region? [SEP] Describe the traditional process for making balsamic vinegar?
68_5	What is cuisine is Emilia-Romagna famous for? [SEP] Tell me about cooking schools and classes. [SEP] What are famous foods from the region? [SEP] Describe the traditional process for making balsamic vinegar? [SEP] What is mortadella and where is it from?
68_6	What is cuisine is Emilia-Romagna famous for? [SEP] Tell me about cooking schools and classes. [SEP] What are famous foods from the region? [SEP] Describe the traditional process for making balsamic vinegar? [SEP] What is mortadella and where is it from? [SEP] What’s the difference with Bologna?
68_7	What is cuisine is Emilia-Romagna famous for? [SEP] Tell me about cooking schools and classes. [SEP] What are famous foods from the region? [SEP] Describe the traditional process for making balsamic vinegar? [SEP] What is mortadella and where is it from? [SEP] What’s the difference with Bologna? [SEP] Where was Parmesan cheese created?
68_8	What is cuisine is Emilia-Romagna famous for? [SEP] Tell me about cooking schools and classes. [SEP] What are famous foods from the region? [SEP] Describe the traditional process for making balsamic vinegar? [SEP] What is mortadella and where is it from? [SEP] What’s the difference with Bologna? [SEP] Where was Parmesan cheese created? [SEP] What is done with the whey after production?
68_9	What is cuisine is Emilia-Romagna famous for? [SEP] Tell me about cooking schools and classes. [SEP] What are famous foods from the region? [SEP] Describe the traditional process for making balsamic vinegar? [SEP] What is mortadella and where is it from? [SEP] What’s the difference with Bologna? [SEP] Where was Parmesan cheese created? [SEP] What is done with the whey after production? [SEP] What are typical pasta dishes?
69_1	How do you sleep after jet lag?
69_10	How do you sleep after jet lag? [SEP] Does melatonin help? [SEP] How was it discovered? [SEP] What are good sources in food? [SEP] Is melatonin bad for you? [SEP] What are the side effects? [SEP] Why does it require a prescription in the UK? [SEP] How can I increase my levels naturally? [SEP] Is it effective for treating insomnia? [SEP] How about for anxiety?
69_2	How do you sleep after jet lag? [SEP] Does melatonin help?
69_3	How do you sleep after jet lag? [SEP] Does melatonin help? [SEP] How was it discovered?
69_4	How do you sleep after jet lag? [SEP] Does melatonin help? [SEP] How was it discovered? [SEP] What are good sources in food?
69_5	How do you sleep after jet lag? [SEP] Does melatonin help? [SEP] How was it discovered? [SEP] What are good sources in food? [SEP] Is melatonin bad for you?
69_6	How do you sleep after jet lag? [SEP] Does melatonin help? [SEP] How was it discovered? [SEP] What are good sources in food? [SEP] Is melatonin bad for you? [SEP] What are the side effects?
69_7	How do you sleep after jet lag? [SEP] Does melatonin help? [SEP] How was it discovered? [SEP] What are good sources in food? [SEP] Is melatonin bad for you? [SEP] What are the side effects? [SEP] Why does it require a prescription in the UK?
69_8	How do you sleep after jet lag? [SEP] Does melatonin help? [SEP] How was it discovered? [SEP] What are good sources in food? [SEP] Is melatonin bad for you? [SEP] What are the side effects? [SEP] Why does it require a prescription in the UK? [SEP] How can I increase my levels naturally?
69_9	How do you sleep after jet lag? [SEP] Does melatonin help? [SEP] How was it discovered? [SEP] What are good sources in food? [SEP] Is melatonin bad for you? [SEP] What are the side effects? [SEP] Why does it require a prescription in the UK? [SEP] How can I increase my levels naturally? [SEP] Is it effective for treating insomnia?
70_1	What is solar energy?
70_10	What is solar energy? [SEP] What are its main uses? [SEP] Why is it important? [SEP] What are advantages of solar energy? [SEP] What is the cost of solar power? [SEP] How is being used in rural Africa? [SEP] Tell me more about solar cookers work. [SEP] How is solar used in architecture? [SEP] What are important projects?  [SEP] Can it be used to power cars?
70_2	What is solar energy? [SEP] What are its main uses?
70_3	What is solar energy? [SEP] What are its main uses? [SEP] Why is it important?
70_4	What is solar energy? [SEP] What are its main uses? [SEP] Why is it important? [SEP] What are advantages of solar energy?
70_5	What is solar energy? [SEP] What are its main uses? [SEP] Why is it important? [SEP] What are advantages of solar energy? [SEP] What is the cost of solar power?
70_6	What is solar energy? [SEP] What are its main uses? [SEP] Why is it important? [SEP] What are advantages of solar energy? [SEP] What is the cost of solar power? [SEP] How is being used in rural Africa?
70_7	What is solar energy? [SEP] What are its main uses? [SEP] Why is it important? [SEP] What are advantages of solar energy? [SEP] What is the cost of solar power? [SEP] How is being used in rural Africa? [SEP] Tell me more about solar cookers work.
70_8	What is solar energy? [SEP] What are its main uses? [SEP] Why is it important? [SEP] What are advantages of solar energy? [SEP] What is the cost of solar power? [SEP] How is being used in rural Africa? [SEP] Tell me more about solar cookers work. [SEP] How is solar used in architecture?
70_9	What is solar energy? [SEP] What are its main uses? [SEP] Why is it important? [SEP] What are advantages of solar energy? [SEP] What is the cost of solar power? [SEP] How is being used in rural Africa? [SEP] Tell me more about solar cookers work. [SEP] How is solar used in architecture? [SEP] What are important projects? 
71_1	What are mammals?
71_10	What are mammals? [SEP] What are their key characteristics? [SEP] How many legs do they have? [SEP] What is the largest one on land? [SEP] What is the largest in the world? [SEP] What about in the UK? [SEP] What about the largest to ever walk the earth? [SEP] Tell me about Blue whales.  [SEP] How much do they weigh? [SEP] Where do they live?
71_11	What are mammals? [SEP] What are their key characteristics? [SEP] How many legs do they have? [SEP] What is the largest one on land? [SEP] What is the largest in the world? [SEP] What about in the UK? [SEP] What about the largest to ever walk the earth? [SEP] Tell me about Blue whales.  [SEP] How much do they weigh? [SEP] Where do they live? [SEP] What do they eat?
71_12	What are mammals? [SEP] What are their key characteristics? [SEP] How many legs do they have? [SEP] What is the largest one on land? [SEP] What is the largest in the world? [SEP] What about in the UK? [SEP] What about the largest to ever walk the earth? [SEP] Tell me about Blue whales.  [SEP] How much do they weigh? [SEP] Where do they live? [SEP] What do they eat? [SEP] Where can we see them?
71_2	What are mammals? [SEP] What are their key characteristics?
71_3	What are mammals? [SEP] What are their key characteristics? [SEP] How many legs do they have?
71_4	What are mammals? [SEP] What are their key characteristics? [SEP] How many legs do they have? [SEP] What is the largest one on land?
71_5	What are mammals? [SEP] What are their key characteristics? [SEP] How many legs do they have? [SEP] What is the largest one on land? [SEP] What is the largest in the world?
71_6	What are mammals? [SEP] What are their key characteristics? [SEP] How many legs do they have? [SEP] What is the largest one on land? [SEP] What is the largest in the world? [SEP] What about in the UK?
71_7	What are mammals? [SEP] What are their key characteristics? [SEP] How many legs do they have? [SEP] What is the largest one on land? [SEP] What is the largest in the world? [SEP] What about in the UK? [SEP] What about the largest to ever walk the earth?
71_8	What are mammals? [SEP] What are their key characteristics? [SEP] How many legs do they have? [SEP] What is the largest one on land? [SEP] What is the largest in the world? [SEP] What about in the UK? [SEP] What about the largest to ever walk the earth? [SEP] Tell me about Blue whales. 
71_9	What are mammals? [SEP] What are their key characteristics? [SEP] How many legs do they have? [SEP] What is the largest one on land? [SEP] What is the largest in the world? [SEP] What about in the UK? [SEP] What about the largest to ever walk the earth? [SEP] Tell me about Blue whales.  [SEP] How much do they weigh?
72_1	What do Spanish people do on Christmas day?
72_10	What do Spanish people do on Christmas day? [SEP] What do they eat for dinner? [SEP] How about on Christmas eve? [SEP] What is the Christmas Lottery? [SEP] How does the drawing work? [SEP] How are the tickets sold? [SEP] What is Tió de Nadal? [SEP] How did this tradition start? [SEP] How do they celebrate Three Kings Day? [SEP] What cakes are traditional?
72_2	What do Spanish people do on Christmas day? [SEP] What do they eat for dinner?
72_3	What do Spanish people do on Christmas day? [SEP] What do they eat for dinner? [SEP] How about on Christmas eve?
72_4	What do Spanish people do on Christmas day? [SEP] What do they eat for dinner? [SEP] How about on Christmas eve? [SEP] What is the Christmas Lottery?
72_5	What do Spanish people do on Christmas day? [SEP] What do they eat for dinner? [SEP] How about on Christmas eve? [SEP] What is the Christmas Lottery? [SEP] How does the drawing work?
72_6	What do Spanish people do on Christmas day? [SEP] What do they eat for dinner? [SEP] How about on Christmas eve? [SEP] What is the Christmas Lottery? [SEP] How does the drawing work? [SEP] How are the tickets sold?
72_7	What do Spanish people do on Christmas day? [SEP] What do they eat for dinner? [SEP] How about on Christmas eve? [SEP] What is the Christmas Lottery? [SEP] How does the drawing work? [SEP] How are the tickets sold? [SEP] What is Tió de Nadal?
72_8	What do Spanish people do on Christmas day? [SEP] What do they eat for dinner? [SEP] How about on Christmas eve? [SEP] What is the Christmas Lottery? [SEP] How does the drawing work? [SEP] How are the tickets sold? [SEP] What is Tió de Nadal? [SEP] How did this tradition start?
72_9	What do Spanish people do on Christmas day? [SEP] What do they eat for dinner? [SEP] How about on Christmas eve? [SEP] What is the Christmas Lottery? [SEP] How does the drawing work? [SEP] How are the tickets sold? [SEP] What is Tió de Nadal? [SEP] How did this tradition start? [SEP] How do they celebrate Three Kings Day?
73_1	Who is the most successful pirate of all time?
73_10	Who is the most successful pirate of all time? [SEP] Who is the most famous female? [SEP] Tell me more about Ching Shih. [SEP] What were her code of laws? [SEP] How did she die? [SEP] Who was Anne Bonny? [SEP] What was she famous for? [SEP] Who was she married to? [SEP] How did Calico Jack die? [SEP] What happened to Anne?
73_2	Who is the most successful pirate of all time? [SEP] Who is the most famous female?
73_3	Who is the most successful pirate of all time? [SEP] Who is the most famous female? [SEP] Tell me more about Ching Shih.
73_4	Who is the most successful pirate of all time? [SEP] Who is the most famous female? [SEP] Tell me more about Ching Shih. [SEP] What were her code of laws?
73_5	Who is the most successful pirate of all time? [SEP] Who is the most famous female? [SEP] Tell me more about Ching Shih. [SEP] What were her code of laws? [SEP] How did she die?
73_6	Who is the most successful pirate of all time? [SEP] Who is the most famous female? [SEP] Tell me more about Ching Shih. [SEP] What were her code of laws? [SEP] How did she die? [SEP] Who was Anne Bonny?
73_7	Who is the most successful pirate of all time? [SEP] Who is the most famous female? [SEP] Tell me more about Ching Shih. [SEP] What were her code of laws? [SEP] How did she die? [SEP] Who was Anne Bonny? [SEP] What was she famous for?
73_8	Who is the most successful pirate of all time? [SEP] Who is the most famous female? [SEP] Tell me more about Ching Shih. [SEP] What were her code of laws? [SEP] How did she die? [SEP] Who was Anne Bonny? [SEP] What was she famous for? [SEP] Who was she married to?
73_9	Who is the most successful pirate of all time? [SEP] Who is the most famous female? [SEP] Tell me more about Ching Shih. [SEP] What were her code of laws? [SEP] How did she die? [SEP] Who was Anne Bonny? [SEP] What was she famous for? [SEP] Who was she married to? [SEP] How did Calico Jack die?
74_1	What are the pros and cons of electric cars?
74_10	What are the pros and cons of electric cars? [SEP] Tell me more about Tesla. [SEP] Why did Elon Musk start it? [SEP] What models are available? [SEP] What is the best selling? [SEP] What is unique about the Model 3? [SEP] What are the safety features? [SEP] Why is it building Gigafactories? [SEP] What makes the batteries unique? [SEP] How long can they last?
74_11	What are the pros and cons of electric cars? [SEP] Tell me more about Tesla. [SEP] Why did Elon Musk start it? [SEP] What models are available? [SEP] What is the best selling? [SEP] What is unique about the Model 3? [SEP] What are the safety features? [SEP] Why is it building Gigafactories? [SEP] What makes the batteries unique? [SEP] How long can they last? [SEP] Tell me more about autopilot.
74_12	What are the pros and cons of electric cars? [SEP] Tell me more about Tesla. [SEP] Why did Elon Musk start it? [SEP] What models are available? [SEP] What is the best selling? [SEP] What is unique about the Model 3? [SEP] What are the safety features? [SEP] Why is it building Gigafactories? [SEP] What makes the batteries unique? [SEP] How long can they last? [SEP] Tell me more about autopilot. [SEP] Does it support full self-driving?
74_2	What are the pros and cons of electric cars? [SEP] Tell me more about Tesla.
74_3	What are the pros and cons of electric cars? [SEP] Tell me more about Tesla. [SEP] Why did Elon Musk start it?
74_4	What are the pros and cons of electric cars? [SEP] Tell me more about Tesla. [SEP] Why did Elon Musk start it? [SEP] What models are available?
74_5	What are the pros and cons of electric cars? [SEP] Tell me more about Tesla. [SEP] Why did Elon Musk start it? [SEP] What models are available? [SEP] What is the best selling?
74_6	What are the pros and cons of electric cars? [SEP] Tell me more about Tesla. [SEP] Why did Elon Musk start it? [SEP] What models are available? [SEP] What is the best selling? [SEP] What is unique about the Model 3?
74_7	What are the pros and cons of electric cars? [SEP] Tell me more about Tesla. [SEP] Why did Elon Musk start it? [SEP] What models are available? [SEP] What is the best selling? [SEP] What is unique about the Model 3? [SEP] What are the safety features?
74_8	What are the pros and cons of electric cars? [SEP] Tell me more about Tesla. [SEP] Why did Elon Musk start it? [SEP] What models are available? [SEP] What is the best selling? [SEP] What is unique about the Model 3? [SEP] What are the safety features? [SEP] Why is it building Gigafactories?
74_9	What are the pros and cons of electric cars? [SEP] Tell me more about Tesla. [SEP] Why did Elon Musk start it? [SEP] What models are available? [SEP] What is the best selling? [SEP] What is unique about the Model 3? [SEP] What are the safety features? [SEP] Why is it building Gigafactories? [SEP] What makes the batteries unique?
75_1	Why do turkey and Turkey share the same name?
75_10	Why do turkey and Turkey share the same name? [SEP] Where are turkeys from? [SEP] What was their importance in native cultures? [SEP] When and how were they domesticated? [SEP] Can they fly? [SEP] Why did Ben Franklin want it to be the national symbol? [SEP] How did he cook it? [SEP] Why is it eaten on Thanksgiving? [SEP] How did it become traditional for Christmas dinner in Britain?  [SEP] When did they become popular?
75_2	Why do turkey and Turkey share the same name? [SEP] Where are turkeys from?
75_3	Why do turkey and Turkey share the same name? [SEP] Where are turkeys from? [SEP] What was their importance in native cultures?
75_4	Why do turkey and Turkey share the same name? [SEP] Where are turkeys from? [SEP] What was their importance in native cultures? [SEP] When and how were they domesticated?
75_5	Why do turkey and Turkey share the same name? [SEP] Where are turkeys from? [SEP] What was their importance in native cultures? [SEP] When and how were they domesticated? [SEP] Can they fly?
75_6	Why do turkey and Turkey share the same name? [SEP] Where are turkeys from? [SEP] What was their importance in native cultures? [SEP] When and how were they domesticated? [SEP] Can they fly? [SEP] Why did Ben Franklin want it to be the national symbol?
75_7	Why do turkey and Turkey share the same name? [SEP] Where are turkeys from? [SEP] What was their importance in native cultures? [SEP] When and how were they domesticated? [SEP] Can they fly? [SEP] Why did Ben Franklin want it to be the national symbol? [SEP] How did he cook it?
75_8	Why do turkey and Turkey share the same name? [SEP] Where are turkeys from? [SEP] What was their importance in native cultures? [SEP] When and how were they domesticated? [SEP] Can they fly? [SEP] Why did Ben Franklin want it to be the national symbol? [SEP] How did he cook it? [SEP] Why is it eaten on Thanksgiving?
75_9	Why do turkey and Turkey share the same name? [SEP] Where are turkeys from? [SEP] What was their importance in native cultures? [SEP] When and how were they domesticated? [SEP] Can they fly? [SEP] Why did Ben Franklin want it to be the national symbol? [SEP] How did he cook it? [SEP] Why is it eaten on Thanksgiving? [SEP] How did it become traditional for Christmas dinner in Britain? 
76_1	What are important literary elements?
76_10	What are important literary elements? [SEP] What is the difference between them and literary devices? [SEP] What is a genre? [SEP] What are the most important ones? [SEP] What is a trope? [SEP] What are important examples in fantasy? [SEP] What is the definition of allegory? [SEP] What are some important modern uses? [SEP] What are the different types of foreshadowing? [SEP] What is an example?
76_2	What are important literary elements? [SEP] What is the difference between them and literary devices?
76_3	What are important literary elements? [SEP] What is the difference between them and literary devices? [SEP] What is a genre?
76_4	What are important literary elements? [SEP] What is the difference between them and literary devices? [SEP] What is a genre? [SEP] What are the most important ones?
76_5	What are important literary elements? [SEP] What is the difference between them and literary devices? [SEP] What is a genre? [SEP] What are the most important ones? [SEP] What is a trope?
76_6	What are important literary elements? [SEP] What is the difference between them and literary devices? [SEP] What is a genre? [SEP] What are the most important ones? [SEP] What is a trope? [SEP] What are important examples in fantasy?
76_7	What are important literary elements? [SEP] What is the difference between them and literary devices? [SEP] What is a genre? [SEP] What are the most important ones? [SEP] What is a trope? [SEP] What are important examples in fantasy? [SEP] What is the definition of allegory?
76_8	What are important literary elements? [SEP] What is the difference between them and literary devices? [SEP] What is a genre? [SEP] What are the most important ones? [SEP] What is a trope? [SEP] What are important examples in fantasy? [SEP] What is the definition of allegory? [SEP] What are some important modern uses?
76_9	What are important literary elements? [SEP] What is the difference between them and literary devices? [SEP] What is a genre? [SEP] What are the most important ones? [SEP] What is a trope? [SEP] What are important examples in fantasy? [SEP] What is the definition of allegory? [SEP] What are some important modern uses? [SEP] What are the different types of foreshadowing?
77_1	What's the difference between soup and stew?
77_10	What's the difference between soup and stew? [SEP] Is chilli a stew? [SEP] How about goulash? [SEP] What are popular ones in France? [SEP] How is cassoulet made? [SEP] Tell me about feijoada and its significance. [SEP] How is it similar or different from cassoulet? [SEP] Tell about Bigos stew. [SEP] Why is it important? [SEP] What is the history of Irish stew?
77_2	What's the difference between soup and stew? [SEP] Is chilli a stew?
77_3	What's the difference between soup and stew? [SEP] Is chilli a stew? [SEP] How about goulash?
77_4	What's the difference between soup and stew? [SEP] Is chilli a stew? [SEP] How about goulash? [SEP] What are popular ones in France?
77_5	What's the difference between soup and stew? [SEP] Is chilli a stew? [SEP] How about goulash? [SEP] What are popular ones in France? [SEP] How is cassoulet made?
77_6	What's the difference between soup and stew? [SEP] Is chilli a stew? [SEP] How about goulash? [SEP] What are popular ones in France? [SEP] How is cassoulet made? [SEP] Tell me about feijoada and its significance.
77_7	What's the difference between soup and stew? [SEP] Is chilli a stew? [SEP] How about goulash? [SEP] What are popular ones in France? [SEP] How is cassoulet made? [SEP] Tell me about feijoada and its significance. [SEP] How is it similar or different from cassoulet?
77_8	What's the difference between soup and stew? [SEP] Is chilli a stew? [SEP] How about goulash? [SEP] What are popular ones in France? [SEP] How is cassoulet made? [SEP] Tell me about feijoada and its significance. [SEP] How is it similar or different from cassoulet? [SEP] Tell about Bigos stew.
77_9	What's the difference between soup and stew? [SEP] Is chilli a stew? [SEP] How about goulash? [SEP] What are popular ones in France? [SEP] How is cassoulet made? [SEP] Tell me about feijoada and its significance. [SEP] How is it similar or different from cassoulet? [SEP] Tell about Bigos stew. [SEP] Why is it important?
78_1	What is the keto diet?
78_10	What is the keto diet? [SEP] Why was it original developed? [SEP] What is ketosis? [SEP] What is paleo? [SEP] What do they have in common? [SEP] How are they different? [SEP] What is intermittent fasting? [SEP] How is it related to keto? [SEP] What is the 16/8 method? [SEP] What is the best for weight loss?
78_2	What is the keto diet? [SEP] Why was it original developed?
78_3	What is the keto diet? [SEP] Why was it original developed? [SEP] What is ketosis?
78_4	What is the keto diet? [SEP] Why was it original developed? [SEP] What is ketosis? [SEP] What is paleo?
78_5	What is the keto diet? [SEP] Why was it original developed? [SEP] What is ketosis? [SEP] What is paleo? [SEP] What do they have in common?
78_6	What is the keto diet? [SEP] Why was it original developed? [SEP] What is ketosis? [SEP] What is paleo? [SEP] What do they have in common? [SEP] How are they different?
78_7	What is the keto diet? [SEP] Why was it original developed? [SEP] What is ketosis? [SEP] What is paleo? [SEP] What do they have in common? [SEP] How are they different? [SEP] What is intermittent fasting?
78_8	What is the keto diet? [SEP] Why was it original developed? [SEP] What is ketosis? [SEP] What is paleo? [SEP] What do they have in common? [SEP] How are they different? [SEP] What is intermittent fasting? [SEP] How is it related to keto?
78_9	What is the keto diet? [SEP] Why was it original developed? [SEP] What is ketosis? [SEP] What is paleo? [SEP] What do they have in common? [SEP] How are they different? [SEP] What is intermittent fasting? [SEP] How is it related to keto? [SEP] What is the 16/8 method?
79_1	What is taught in sociology?
79_2	What is taught in sociology? [SEP] What is the main contribution of Auguste Comte?
79_3	What is taught in sociology? [SEP] What is the main contribution of Auguste Comte? [SEP] What is the role of positivism in it?
79_4	What is taught in sociology? [SEP] What is the main contribution of Auguste Comte? [SEP] What is the role of positivism in it? [SEP] What is Herbert Spencer known for?
79_5	What is taught in sociology? [SEP] What is the main contribution of Auguste Comte? [SEP] What is the role of positivism in it? [SEP] What is Herbert Spencer known for? [SEP] How is his work related to Comte?
79_6	What is taught in sociology? [SEP] What is the main contribution of Auguste Comte? [SEP] What is the role of positivism in it? [SEP] What is Herbert Spencer known for? [SEP] How is his work related to Comte? [SEP] What is the functionalist theory?
79_7	What is taught in sociology? [SEP] What is the main contribution of Auguste Comte? [SEP] What is the role of positivism in it? [SEP] What is Herbert Spencer known for? [SEP] How is his work related to Comte? [SEP] What is the functionalist theory? [SEP] What is its main criticism?
79_8	What is taught in sociology? [SEP] What is the main contribution of Auguste Comte? [SEP] What is the role of positivism in it? [SEP] What is Herbert Spencer known for? [SEP] How is his work related to Comte? [SEP] What is the functionalist theory? [SEP] What is its main criticism? [SEP] How does it compare to conflict theory?
79_9	What is taught in sociology? [SEP] What is the main contribution of Auguste Comte? [SEP] What is the role of positivism in it? [SEP] What is Herbert Spencer known for? [SEP] How is his work related to Comte? [SEP] What is the functionalist theory? [SEP] What is its main criticism? [SEP] How does it compare to conflict theory? [SEP] What are modern examples of conflict theory?
80_1	What were the purposes of the Lewis and Clark expedition?
80_10	What were the purposes of the Lewis and Clark expedition? [SEP] What were important plants and animals they discovered? [SEP] What were the diplomatic objectives? [SEP] What were the Native American tribes that they encountered? [SEP] How did Sacagawea help them? [SEP] Did they find the Northwest Passage? [SEP] What was the purpose of Fort Mandan? [SEP] How did they spend the next winter? [SEP] What happened to Fort Clatsop? [SEP] What was the impact of the expedition?
80_2	What were the purposes of the Lewis and Clark expedition? [SEP] What were important plants and animals they discovered?
80_3	What were the purposes of the Lewis and Clark expedition? [SEP] What were important plants and animals they discovered? [SEP] What were the diplomatic objectives?
80_4	What were the purposes of the Lewis and Clark expedition? [SEP] What were important plants and animals they discovered? [SEP] What were the diplomatic objectives? [SEP] What were the Native American tribes that they encountered?
80_5	What were the purposes of the Lewis and Clark expedition? [SEP] What were important plants and animals they discovered? [SEP] What were the diplomatic objectives? [SEP] What were the Native American tribes that they encountered? [SEP] How did Sacagawea help them?
80_6	What were the purposes of the Lewis and Clark expedition? [SEP] What were important plants and animals they discovered? [SEP] What were the diplomatic objectives? [SEP] What were the Native American tribes that they encountered? [SEP] How did Sacagawea help them? [SEP] Did they find the Northwest Passage?
80_7	What were the purposes of the Lewis and Clark expedition? [SEP] What were important plants and animals they discovered? [SEP] What were the diplomatic objectives? [SEP] What were the Native American tribes that they encountered? [SEP] How did Sacagawea help them? [SEP] Did they find the Northwest Passage? [SEP] What was the purpose of Fort Mandan?
80_8	What were the purposes of the Lewis and Clark expedition? [SEP] What were important plants and animals they discovered? [SEP] What were the diplomatic objectives? [SEP] What were the Native American tribes that they encountered? [SEP] How did Sacagawea help them? [SEP] Did they find the Northwest Passage? [SEP] What was the purpose of Fort Mandan? [SEP] How did they spend the next winter?
80_9	What were the purposes of the Lewis and Clark expedition? [SEP] What were important plants and animals they discovered? [SEP] What were the diplomatic objectives? [SEP] What were the Native American tribes that they encountered? [SEP] How did Sacagawea help them? [SEP] Did they find the Northwest Passage? [SEP] What was the purpose of Fort Mandan? [SEP] How did they spend the next winter? [SEP] What happened to Fort Clatsop?
